Risultati: ( ( B - H ) / B )%
Detailed_Sol_val6C.dat_2.txt:	194:	-41	(137)	| 6	(207)
Detailed_Sol_val6C.dat_3.txt:	289:	-50	(192)	| 0	(291)
Detailed_Sol_val6C.dat_4.txt:	342:	-40	(244)	| 7	(371)
Detailed_Sol_val7A.dat_2.txt:	696:	-284	(181)	| 17	(848)
Detailed_Sol_val7A.dat_3.txt:	946:	-259	(263)	| 13	(1089)
Detailed_Sol_val7A.dat_4.txt:	1059:	-209	(342)	| 4	(1110)
Detailed_Sol_val7B.dat_2.txt:	499:	-175	(181)	| 22	(642)
Detailed_Sol_val7B.dat_3.txt:	729:	-177	(263)	| 20	(917)
Detailed_Sol_val7B.dat_4.txt:	967:	-181	(344)	| 10	(1086)
Detailed_Sol_val7C.dat_2.txt:	238:	-54	(154)	| 16	(286)
Detailed_Sol_val7C.dat_3.txt:	354:	-58	(223)	| 15	(418)
Detailed_Sol_val7C.dat_4.txt:	487:	-67	(291)	| 9	(541)
Detailed_Sol_val8A.dat_2.txt:	729:	-347	(163)	| 14	(856)
Detailed_Sol_val8A.dat_3.txt:	913:	-291	(233)	| 14	(1074)
Detailed_Sol_val8A.dat_4.txt:	1042:	-247	(300)	| 5	(1099)
Detailed_Sol_val8B.dat_2.txt:	572:	-248	(164)	| 13	(665)
Detailed_Sol_val8B.dat_3.txt:	774:	-230	(234)	| 14	(907)
Detailed_Sol_val8B.dat_4.txt:	899:	-198	(301)	| 15	(1059)
Detailed_Sol_val8C.dat_2.txt:	261:	-102	(129)	| 3	(270)
Detailed_Sol_val8C.dat_3.txt:	361:	-94	(186)	| 7	(389)
Detailed_Sol_val8C.dat_4.txt:	442:	-84	(240)	| 10	(496)
Detailed_Sol_val9A.dat_2.txt:	841:	-377	(176)	| 15	(997)
Detailed_Sol_val9A.dat_3.txt:	1062:	-314	(256)	| 13	(1232)
Detailed_Sol_val9A.dat_4.txt:	1158:	-251	(329)	| 8	(1265)
Detailed_Sol_val9B.dat_2.txt:	617:	-252	(175)	| 20	(779)
Detailed_Sol_val9B.dat_3.txt:	872:	-241	(255)	| 17	(1055)
Detailed_Sol_val9B.dat_4.txt:	1054:	-221	(328)	| 13	(1220)
Detailed_Sol_val9C.dat_2.txt:	534:	-203	(176)	| 15	(634)
Detailed_Sol_val9C.dat_3.txt:	681:	-166	(256)	| 22	(878)
Detailed_Sol_val9C.dat_4.txt:	843:	-157	(328)	| 22	(1082)
Detailed_Sol_val9D.dat_2.txt:	278:	-93	(144)	| 6	(296)
Detailed_Sol_val9D.dat_3.txt:	419:	-101	(208)	| 3	(432)
Detailed_Sol_val9D.dat_4.txt:	512:	-88	(271)	| 8	(560)
